path,author_name,painting_name,image_url,x,y
Artists2/Adriaen Brouwer/A Boor Asleep.jpg,Adriaen Brouwer,A Boor Asleep,https://uploads0.wikiart.org/images/adriaen-brouwer/a-boor-asleep.jpg!Large.jpg,-0.016758311271198673,0.008380626919330829
Artists2/Adriaen Brouwer/Drinkers In The Yard.jpg,Adriaen Brouwer,Drinkers In The Yard,https://uploads7.wikiart.org/images/adriaen-brouwer/drinkers-in-the-yard.jpg!Large.jpg,-0.011215365369409975,0.005579391058759809
Artists2/Adriaen Brouwer/Dune Landscape By Moonlight.jpg,Adriaen Brouwer,Dune Landscape By Moonlight,https://uploads4.wikiart.org/images/adriaen-brouwer/dune-landscape-by-moonlight.jpg,-0.009446840253135188,0.004330687056611454
Artists2/Adriaen Brouwer/Farmers Fight Party.jpg,Adriaen Brouwer,Farmers Fight Party,https://uploads6.wikiart.org/images/adriaen-brouwer/farmers-fight-party.jpg!Large.jpg,-0.015667174367296192,0.007886275236793314
Artists2/Adriaen Brouwer/Father S Of Unpleasant Duties 1631.jpg,Adriaen Brouwer,Father S Of Unpleasant Duties 1631,https://uploads3.wikiart.org/images/adriaen-brouwer/father-s-of-unpleasant-duties-1631.jpg!Large.jpg,-0.009149754735767426,0.0028151033797675657
Artists2/Adriaen Brouwer/Fumatore.jpg,Adriaen Brouwer,Fumatore,https://uploads3.wikiart.org/images/adriaen-brouwer/fumatore.jpg,-0.01057358566854289,0.006279328358713626
Artists2/Adriaen Brouwer/In The Tavern 1.jpg,Adriaen Brouwer,In The Tavern 1,https://uploads2.wikiart.org/images/adriaen-brouwer/in-the-tavern-1.jpg!Large.jpg,-0.01677300523013612,0.00838956700787839
Artists2/Adriaen Brouwer/In The Tavern.jpg,Adriaen Brouwer,In The Tavern,https://uploads8.wikiart.org/images/adriaen-brouwer/in-the-tavern.jpg,-0.016827833898783562,0.008363693194155671
Artists2/Adriaen Brouwer/Inn With Drunken Peasants.jpg,Adriaen Brouwer,Inn With Drunken Peasants,https://uploads3.wikiart.org/images/adriaen-brouwer/inn-with-drunken-peasants.jpg!Large.jpg,-0.014638330023736646,0.007415641216963173
Artists2/Adriaen Brouwer/Interior Of A Tavern.jpg,Adriaen Brouwer,Interior Of A Tavern,https://uploads6.wikiart.org/images/adriaen-brouwer/interior-of-a-tavern.jpg,-0.014601827272383785,0.007363719337465764
